StoreID,StoreName,Phone,Rating,WebSiteUrl
66,RL Ashdod 3,0238539905,2,https://www.rl-ashdod-3.co.il
67,RL Netanya 3,0243191656,1,https://www.rl-netanya-3.co.il
68,RL Petah Tikva 3,0213879693,1,https://www.rl-petah-tikva-3.co.il
69,RL Rishon LeZion 3,0266578158,2,https://www.rl-rishon-lezion-3.co.il
70,RL Holon 3,0267148051,2,https://www.rl-holon-3.co.il
71,RL Rehovot 3,0245665091,1,https://www.rl-rehovot-3.co.il
72,RL Herzliya 3,0216188405,5,https://www.rl-herzliya-3.co.il
73,RL Ra'anana 3,0269651651,3,https://www.rl-raanana-3.co.il
74,RL Modi'in 3,0298922975,5,https://www.rl-modiin-3.co.il
75,RL Hadera 3,0235549837,1,https://www.rl-hadera-3.co.il
76,RL Kfar Saba 3,0201660962,1,https://www.rl-kfar-saba-3.co.il
77,RL Lod 3,0289111346,1,https://www.rl-lod-3.co.il
78,RL Ramla 3,0211900836,2,https://www.rl-ramla-3.co.il
79,RL Beit Shemesh 3,0276016029,3,https://www.rl-beit-shemesh-3.co.il
80,RL Acre 3,0203057933,1,https://www.rl-acre-3.co.il
81,RL Tiberias 3,0257425541,5,https://www.rl-tiberias-3.co.il
82,RL Nazareth 3,0258989300,5,https://www.rl-nazareth-3.co.il
83,RL Karmiel 3,0269594987,4,https://www.rl-karmiel-3.co.il
84,RL Nahariya 3,0299920848,4,https://www.rl-nahariya-3.co.il
85,RL Afula 3,0221695726,5,https://www.rl-afula-3.co.il
86,RL Kiryat Gat 3,0207673225,5,https://www.rl-kiryat-gat-3.co.il
87,RL Kiryat Shmona 3,0289651419,5,https://www.rl-kiryat-shmona-3.co.il
88,RL Dimona 3,0209559816,2,https://www.rl-dimona-3.co.il
89,RL Arad 3,0219671460,5,https://www.rl-arad-3.co.il
90,RL Ashkelon 3,0252932452,5,https://www.rl-ashkelon-3.co.il
91,RL Jerusalem 4,0262877162,4,https://www.rl-jerusalem-4.co.il
92,RL Tel Aviv 4,0265465469,1,https://www.rl-tel-aviv-4.co.il
93,RL Haifa 4,0213783532,3,https://www.rl-haifa-4.co.il
94,RL Beersheba 4,0256106645,3,https://www.rl-beersheba-4.co.il
95,RL Eilat 4,0250664163,5,https://www.rl-eilat-4.co.il
96,RL Ashdod 4,0281676916,4,https://www.rl-ashdod-4.co.il
97,RL Netanya 4,0242779293,2,https://www.rl-netanya-4.co.il
98,RL Petah Tikva 4,0246354754,5,https://www.rl-petah-tikva-4.co.il
99,RL Rishon LeZion 4,0229614489,1,https://www.rl-rishon-lezion-4.co.il
100,RL Holon 4,0266126167,5,https://www.rl-holon-4.co.il
101,RL Rehovot 4,0211451922,5,https://www.rl-rehovot-4.co.il
102,RL Herzliya 4,0275363828,2,https://www.rl-herzliya-4.co.il
103,RL Ra'anana 4,0278312548,5,https://www.rl-raanana-4.co.il
104,RL Modi'in 4,0288138499,3,https://www.rl-modiin-4.co.il
105,RL Hadera 4,0252526740,3,https://www.rl-hadera-4.co.il
106,RL Kfar Saba 4,0258249736,4,https://www.rl-kfar-saba-4.co.il
107,RL Lod 4,0231910825,4,https://www.rl-lod-4.co.il
108,RL Ramla 4,0293218695,2,https://www.rl-ramla-4.co.il
109,RL Beit Shemesh 4,0201834700,4,https://www.rl-beit-shemesh-4.co.il
110,RL Acre 4,0231179240,2,https://www.rl-acre-4.co.il
111,RL Tiberias 4,0289071108,2,https://www.rl-tiberias-4.co.il
112,RL Nazareth 4,0298490397,5,https://www.rl-nazareth-4.co.il
113,RL Karmiel 4,0270355865,5,https://www.rl-karmiel-4.co.il
114,RL Nahariya 4,0227001968,3,https://www.rl-nahariya-4.co.il
115,RL Afula 4,0267780622,4,https://www.rl-afula-4.co.il
116,RL Kiryat Gat 4,0235218441,2,https://www.rl-kiryat-gat-4.co.il
117,RL Kiryat Shmona 4,0206103564,3,https://www.rl-kiryat-shmona-4.co.il
118,RL Dimona 4,0222238798,5,https://www.rl-dimona-4.co.il
119,RL Arad 4,0294919477,3,https://www.rl-arad-4.co.il
120,RL Ashkelon 4,0257938537,2,https://www.rl-ashkelon-4.co.il
121,RL Jerusalem 5,0241577715,1,https://www.rl-jerusalem-5.co.il
122,RL Tel Aviv 5,0260602770,5,https://www.rl-tel-aviv-5.co.il
123,RL Haifa 5,0243825411,4,https://www.rl-haifa-5.co.il
124,RL Beersheba 5,0205415404,4,https://www.rl-beersheba-5.co.il
125,RL Eilat 5,0277586219,5,https://www.rl-eilat-5.co.il
126,RL Ashdod 5,0264185344,1,https://www.rl-ashdod-5.co.il
127,RL Netanya 5,0233619114,4,https://www.rl-netanya-5.co.il
128,RL Petah Tikva 5,0232165108,3,https://www.rl-petah-tikva-5.co.il
129,RL Rishon LeZion 5,0265458140,4,https://www.rl-rishon-lezion-5.co.il
130,RL Holon 5,0202761432,3,https://www.rl-holon-5.co.il
131,RL Rehovot 5,0273205410,3,https://www.rl-rehovot-5.co.il
132,RL Herzliya 5,0210818237,1,https://www.rl-herzliya-5.co.il
133,RL Ra'anana 5,0204593575,2,https://www.rl-raanana-5.co.il
134,RL Modi'in 5,0293962981,2,https://www.rl-modiin-5.co.il
135,RL Hadera 5,0234587041,3,https://www.rl-hadera-5.co.il
136,RL Kfar Saba 5,0235086534,1,https://www.rl-kfar-saba-5.co.il
137,RL Lod 5,0215842701,1,https://www.rl-lod-5.co.il
138,RL Ramla 5,0257983495,5,https://www.rl-ramla-5.co.il
139,RL Beit Shemesh 5,0214717174,5,https://www.rl-beit-shemesh-5.co.il
140,RL Acre 5,0236854951,1,https://www.rl-acre-5.co.il
141,RL Tiberias 5,0201735788,5,https://www.rl-tiberias-5.co.il
142,RL Nazareth 5,0267890368,3,https://www.rl-nazareth-5.co.il
143,RL Karmiel 5,0295510598,4,https://www.rl-karmiel-5.co.il
144,RL Nahariya 5,0276660795,4,https://www.rl-nahariya-5.co.il
145,RL Afula 5,0202359633,1,https://www.rl-afula-5.co.il
146,RL Kiryat Gat 5,0279532401,5,https://www.rl-kiryat-gat-5.co.il
147,RL Kiryat Shmona 5,0202283307,2,https://www.rl-kiryat-shmona-5.co.il
148,RL Dimona 5,0259035055,3,https://www.rl-dimona-5.co.il
149,RL Arad 5,0284098273,3,https://www.rl-arad-5.co.il
150,RL Ashkelon 5,0205447055,5,https://www.rl-ashkelon-5.co.il
151,RL Jerusalem 6,0218386875,4,https://www.rl-jerusalem-6.co.il
152,RL Tel Aviv 6,0200109941,1,https://www.rl-tel-aviv-6.co.il
153,RL Haifa 6,0288393671,2,https://www.rl-haifa-6.co.il
154,RL Beersheba 6,0238370138,5,https://www.rl-beersheba-6.co.il
155,RL Eilat 6,0298993256,2,https://www.rl-eilat-6.co.il
156,RL Ashdod 6,0279527570,4,https://www.rl-ashdod-6.co.il
157,RL Netanya 6,0237938981,5,https://www.rl-netanya-6.co.il
158,RL Petah Tikva 6,0232943550,5,https://www.rl-petah-tikva-6.co.il
159,RL Rishon LeZion 6,0273906152,4,https://www.rl-rishon-lezion-6.co.il
160,RL Holon 6,0248794095,2,https://www.rl-holon-6.co.il
161,RL Rehovot 6,0256325597,2,https://www.rl-rehovot-6.co.il
162,RL Herzliya 6,0214470231,4,https://www.rl-herzliya-6.co.il
163,RL Ra'anana 6,0240717462,5,https://www.rl-raanana-6.co.il
164,RL Modi'in 6,0214976306,5,https://www.rl-modiin-6.co.il
165,RL Hadera 6,0231668372,1,https://www.rl-hadera-6.co.il
166,RL Kfar Saba 6,0287369909,3,https://www.rl-kfar-saba-6.co.il
167,RL Lod 6,0230775575,3,https://www.rl-lod-6.co.il
168,RL Ramla 6,0205578250,3,https://www.rl-ramla-6.co.il
169,RL Beit Shemesh 6,0229294782,4,https://www.rl-beit-shemesh-6.co.il
170,RL Acre 6,0233645698,5,https://www.rl-acre-6.co.il
171,RL Tiberias 6,0263377909,4,https://www.rl-tiberias-6.co.il
172,RL Nazareth 6,0229810601,2,https://www.rl-nazareth-6.co.il
173,RL Karmiel 6,0220896962,1,https://www.rl-karmiel-6.co.il
174,RL Nahariya 6,0273630626,4,https://www.rl-nahariya-6.co.il
175,RL Afula 6,0293543226,3,https://www.rl-afula-6.co.il
176,RL Kiryat Gat 6,0227935266,5,https://www.rl-kiryat-gat-6.co.il
177,RL Kiryat Shmona 6,0269164130,4,https://www.rl-kiryat-shmona-6.co.il
178,RL Dimona 6,0295888048,3,https://www.rl-dimona-6.co.il
179,RL Arad 6,0288103034,1,https://www.rl-arad-6.co.il
180,RL Ashkelon 6,0205308602,5,https://www.rl-ashkelon-6.co.il
181,RL Jerusalem 7,0275258422,4,https://www.rl-jerusalem-7.co.il
182,RL Tel Aviv 7,0229452146,5,https://www.rl-tel-aviv-7.co.il
183,RL Haifa 7,0213700059,3,https://www.rl-haifa-7.co.il
184,RL Beersheba 7,0266628700,2,https://www.rl-beersheba-7.co.il
185,RL Eilat 7,0286977312,1,https://www.rl-eilat-7.co.il
186,RL Ashdod 7,0286734818,1,https://www.rl-ashdod-7.co.il
187,RL Netanya 7,0244666703,2,https://www.rl-netanya-7.co.il
188,RL Petah Tikva 7,0275291122,5,https://www.rl-petah-tikva-7.co.il
189,RL Rishon LeZion 7,0295549465,2,https://www.rl-rishon-lezion-7.co.il
190,RL Holon 7,0269022120,5,https://www.rl-holon-7.co.il
191,RL Rehovot 7,0210630703,3,https://www.rl-rehovot-7.co.il
192,RL Herzliya 7,0209045805,4,https://www.rl-herzliya-7.co.il
193,RL Ra'anana 7,0220566730,5,https://www.rl-raanana-7.co.il
194,RL Modi'in 7,0267004184,4,https://www.rl-modiin-7.co.il
195,RL Hadera 7,0227642247,4,https://www.rl-hadera-7.co.il
196,RL Kfar Saba 7,0280880620,3,https://www.rl-kfar-saba-7.co.il
197,RL Lod 7,0242932021,2,https://www.rl-lod-7.co.il
198,RL Ramla 7,0287998892,2,https://www.rl-ramla-7.co.il
199,RL Beit Shemesh 7,0264479691,1,https://www.rl-beit-shemesh-7.co.il
200,RL Acre 7,0226520986,5,https://www.rl-acre-7.co.il
201,RL Tiberias 7,0254706402,2,https://www.rl-tiberias-7.co.il
202,RL Nazareth 7,0263147231,4,https://www.rl-nazareth-7.co.il
203,RL Karmiel 7,0292689706,1,https://www.rl-karmiel-7.co.il
204,RL Nahariya 7,0246507814,4,https://www.rl-nahariya-7.co.il
205,RL Afula 7,0229644379,1,https://www.rl-afula-7.co.il
206,RL Kiryat Gat 7,0245209562,4,https://www.rl-kiryat-gat-7.co.il
207,RL Kiryat Shmona 7,0240139657,1,https://www.rl-kiryat-shmona-7.co.il
208,RL Dimona 7,0284306311,5,https://www.rl-dimona-7.co.il
209,RL Arad 7,0260997855,5,https://www.rl-arad-7.co.il
210,RL Ashkelon 7,0204029897,4,https://www.rl-ashkelon-7.co.il
211,RL Jerusalem 8,0237024555,4,https://www.rl-jerusalem-8.co.il
212,RL Tel Aviv 8,0271267605,1,https://www.rl-tel-aviv-8.co.il
213,RL Haifa 8,0202712050,3,https://www.rl-haifa-8.co.il
214,RL Beersheba 8,0274559727,4,https://www.rl-beersheba-8.co.il
215,RL Eilat 8,0263552239,2,https://www.rl-eilat-8.co.il
216,RL Ashdod 8,0245362746,4,https://www.rl-ashdod-8.co.il
217,RL Netanya 8,0240931726,3,https://www.rl-netanya-8.co.il
218,RL Petah Tikva 8,0276698308,3,https://www.rl-petah-tikva-8.co.il
219,RL Rishon LeZion 8,0220439692,4,https://www.rl-rishon-lezion-8.co.il
220,RL Holon 8,0222632603,3,https://www.rl-holon-8.co.il
221,RL Rehovot 8,0204889212,5,https://www.rl-rehovot-8.co.il
222,RL Herzliya 8,0251751712,3,https://www.rl-herzliya-8.co.il
223,RL Ra'anana 8,0266296940,2,https://www.rl-raanana-8.co.il
224,RL Modi'in 8,0262165240,2,https://www.rl-modiin-8.co.il
225,RL Hadera 8,0284116207,3,https://www.rl-hadera-8.co.il
226,RL Kfar Saba 8,0258504430,5,https://www.rl-kfar-saba-8.co.il
227,RL Lod 8,0244207641,2,https://www.rl-lod-8.co.il
228,RL Ramla 8,0223406168,1,https://www.rl-ramla-8.co.il
229,RL Beit Shemesh 8,0233120953,5,https://www.rl-beit-shemesh-8.co.il
230,RL Acre 8,0218454778,1,https://www.rl-acre-8.co.il
231,RL Tiberias 8,0292345950,1,https://www.rl-tiberias-8.co.il
232,RL Nazareth 8,0254280501,3,https://www.rl-nazareth-8.co.il
233,RL Karmiel 8,0255084263,2,https://www.rl-karmiel-8.co.il
234,RL Nahariya 8,0261531216,5,https://www.rl-nahariya-8.co.il
235,RL Afula 8,0288467362,4,https://www.rl-afula-8.co.il
236,RL Kiryat Gat 8,0220571839,1,https://www.rl-kiryat-gat-8.co.il
237,RL Kiryat Shmona 8,0293789445,1,https://www.rl-kiryat-shmona-8.co.il
238,RL Dimona 8,0284367347,2,https://www.rl-dimona-8.co.il
239,RL Arad 8,0286367313,5,https://www.rl-arad-8.co.il
240,RL Ashkelon 8,0224930911,4,https://www.rl-ashkelon-8.co.il
241,RL Jerusalem 9,0296031048,4,https://www.rl-jerusalem-9.co.il
242,RL Tel Aviv 9,0246714752,2,https://www.rl-tel-aviv-9.co.il
243,RL Haifa 9,0211827022,1,https://www.rl-haifa-9.co.il
244,RL Beersheba 9,0247974924,3,https://www.rl-beersheba-9.co.il
245,RL Eilat 9,0263383479,2,https://www.rl-eilat-9.co.il
246,RL Ashdod 9,0268532997,5,https://www.rl-ashdod-9.co.il
247,RL Netanya 9,0235285604,1,https://www.rl-netanya-9.co.il
248,RL Petah Tikva 9,0246571870,4,https://www.rl-petah-tikva-9.co.il
249,RL Rishon LeZion 9,0216557675,3,https://www.rl-rishon-lezion-9.co.il
250,RL Holon 9,0210997125,4,https://www.rl-holon-9.co.il
251,RL Rehovot 9,0288689973,5,https://www.rl-rehovot-9.co.il
252,RL Herzliya 9,0276707828,3,https://www.rl-herzliya-9.co.il
253,RL Ra'anana 9,0277891940,3,https://www.rl-raanana-9.co.il
254,RL Modi'in 9,0209414333,2,https://www.rl-modiin-9.co.il
255,RL Hadera 9,0224425045,2,https://www.rl-hadera-9.co.il
256,RL Kfar Saba 9,0232657993,4,https://www.rl-kfar-saba-9.co.il
257,RL Lod 9,0296385670,4,https://www.rl-lod-9.co.il
258,RL Ramla 9,0204915942,5,https://www.rl-ramla-9.co.il
259,RL Beit Shemesh 9,0274955446,3,https://www.rl-beit-shemesh-9.co.il
260,RL Acre 9,0235180004,3,https://www.rl-acre-9.co.il
261,RL Tiberias 9,0209287122,1,https://www.rl-tiberias-9.co.il
262,RL Nazareth 9,0281319007,1,https://www.rl-nazareth-9.co.il
263,RL Karmiel 9,0253786595,5,https://www.rl-karmiel-9.co.il
264,RL Nahariya 9,0267030350,2,https://www.rl-nahariya-9.co.il
265,RL Afula 9,0206198404,4,https://www.rl-afula-9.co.il
266,RL Kiryat Gat 9,0259478512,5,https://www.rl-kiryat-gat-9.co.il
267,RL Kiryat Shmona 9,0286410730,1,https://www.rl-kiryat-shmona-9.co.il
268,RL Dimona 9,0295925123,5,https://www.rl-dimona-9.co.il
269,RL Arad 9,0238632120,2,https://www.rl-arad-9.co.il
270,RL Ashkelon 9,0229498950,1,https://www.rl-ashkelon-9.co.il
271,RL Jerusalem 10,0206245841,2,https://www.rl-jerusalem-10.co.il
272,RL Tel Aviv 10,0261191664,4,https://www.rl-tel-aviv-10.co.il
273,RL Haifa 10,0268512382,5,https://www.rl-haifa-10.co.il
274,RL Beersheba 10,0227727838,3,https://www.rl-beersheba-10.co.il
275,RL Eilat 10,0267401391,5,https://www.rl-eilat-10.co.il
276,RL Ashdod 10,0272344322,2,https://www.rl-ashdod-10.co.il
277,RL Netanya 10,0282112697,4,https://www.rl-netanya-10.co.il
278,RL Petah Tikva 10,0294351671,3,https://www.rl-petah-tikva-10.co.il
279,RL Rishon LeZion 10,0233745557,1,https://www.rl-rishon-lezion-10.co.il
280,RL Holon 10,0248190045,2,https://www.rl-holon-10.co.il
281,RL Rehovot 10,0229209213,4,https://www.rl-rehovot-10.co.il
282,RL Herzliya 10,0296705232,3,https://www.rl-herzliya-10.co.il
283,RL Ra'anana 10,0207973216,1,https://www.rl-raanana-10.co.il
284,RL Modi'in 10,0220822823,5,https://www.rl-modiin-10.co.il
285,RL Hadera 10,0206532477,3,https://www.rl-hadera-10.co.il
286,RL Kfar Saba 10,0251860705,4,https://www.rl-kfar-saba-10.co.il
287,RL Lod 10,0246607551,3,https://www.rl-lod-10.co.il
288,RL Ramla 10,0273951128,5,https://www.rl-ramla-10.co.il
289,RL Beit Shemesh 10,0219047256,2,https://www.rl-beit-shemesh-10.co.il
290,RL Acre 10,0271532026,3,https://www.rl-acre-10.co.il
291,RL Tiberias 10,0277012566,2,https://www.rl-tiberias-10.co.il
292,RL Nazareth 10,0283599976,5,https://www.rl-nazareth-10.co.il
293,RL Karmiel 10,0295881716,4,https://www.rl-karmiel-10.co.il
294,RL Nahariya 10,0246544931,5,https://www.rl-nahariya-10.co.il
295,RL Afula 10,0202818924,5,https://www.rl-afula-10.co.il
296,RL Kiryat Gat 10,0203329167,1,https://www.rl-kiryat-gat-10.co.il
297,RL Kiryat Shmona 10,0234578480,4,https://www.rl-kiryat-shmona-10.co.il
298,RL Dimona 10,0277589969,3,https://www.rl-dimona-10.co.il
299,RL Arad 10,0260859005,2,https://www.rl-arad-10.co.il
300,RL Ashkelon 10,0227647448,1,https://www.rl-ashkelon-10.co.il
